0.0 37.22 29.63
5.0 38.06 15.58
10.0 37.98 11.85
15.0 38.36 10.62
20.0 38.19 9.27
25.0 38.34 8.68
30.0 38.74 7.94
35.0 39.92 7.47
40.0 42.03 6.54
45.0 44.4 6.06
50.0 48.1 6.01
55.0 49.71 5.34
60.0 53.1 4.98
65.0 55.52 7.73
